Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Seats;Price_in_Euro;Brand;Model;Engine_numeric;Power_numeric;is_Sold_new
Pune;2012;225000;Diesel;0;Second;23.59;5;2860.0;Toyota;Etios Liva GD;1364.0;98.6;0
Kolkata;2014;45000;Diesel;0;First;23.4;5;4235.0;Maruti;Swift Dzire VDI;1248.0;98.6;0
Kochi;2010;93401;Diesel;0;First;23.0;5;3828.0;Hyundai;i20 Asta 1.4 CRDi (Diesel);1396.0;98.6;0
Hyderabad;2017;95802;Diesel;0;Second;25.83;5;5005.0;Ford;Figo 2015-2019 1.5D Trend MT;1498.0;98.6;0
Pune;2016;130000;Diesel;0;First;25.47;7;7700.0;Maruti;Ertiga VDI;1248.0;88.5;1
Ahmedabad;2013;67443;Diesel;0;First;20.77;7;6325.0;Maruti;Ertiga ZDI;1248.0;88.8;0
Kochi;2016;47681;Petrol;1;First;16.8;5;9603.0;Honda;City 1.5 V AT Sunroof;1497.0;116.3;0
Hyderabad;2009;35000;Petrol;0;First;19.7;5;1870.0;Maruti;Alto LXi BSIII;796.0;46.3;0
Hyderabad;2016;68000;Diesel;1;First;10.91;7;32450.0;Ford;Endeavour 3.2 Titanium AT 4X4;3198.0;197.0;0
Kochi;2019;34688;Diesel;0;First;24.3;5;11539.0;Maruti;Vitara Brezza ZDi Plus;1248.0;88.5;1
Kolkata;2015;10512;Petrol;1;First;8.6;2;70400.0;Porsche;Boxster S tiptronic;2706.0;265.0;0
Pune;2016;58000;Diesel;0;First;22.9;5;8305.0;Maruti;Swift ZDi;1248.0;98.6;0
Mumbai;2014;40000;Petrol;0;First;17.57;5;4345.0;Tata;Zest Revotron 1.2 XT;1193.0;88.7;1
Bangalore;2010;61000;Petrol;0;Fourth & Above;17.0;5;3575.0;Hyundai;i20 1.2 Sportz Option;1197.0;98.6;0
Mumbai;2009;86000;Diesel;0;First;19.4;5;3025.0;Skoda;Fabia 1.4 TDI Active;1422.0;98.6;0
Kolkata;2015;45000;Diesel;0;First;21.43;5;8084.999999999999;Toyota;Corolla Altis D-4D J;1364.0;87.2;0
Ahmedabad;2017;55000;Petrol;0;First;17.0;5;5170.0;Volkswagen;Ameo 1.2 MPI Comfortline;1198.0;73.75;0
Kochi;2016;36855;Petrol;0;Second;15.29;5;9647.0;Hyundai;Creta 1.6 VTVT S;1591.0;121.3;0
Kochi;2013;46821;Petrol;0;First;20.36;5;3762.0;Hyundai;i10 Magna 1.2;1197.0;78.9;0
Kolkata;2015;120000;Petrol;0;First;18.6;5;2750.0;Chevrolet;Beat LS;1199.0;76.8;0
Kolkata;2012;29000;Diesel;1;First;14.74;5;22000.0;Jaguar;XF 3.0 Litre S Premium Luxury;2993.0;270.9;0
Mumbai;2014;40000;Petrol;0;First;13.24;5;5775.0;Nissan;Terrano XL;1598.0;102.5;0
Delhi;2013;60000;Diesel;1;Second;15.73;5;15949.999999999998;Audi;Q3 2012-2015 2.0 TDI Quattro Premium Plus;1968.0;174.33;0
Mumbai;2011;64984;Petrol;1;First;16.95;5;3795.0;Hyundai;i10 Asta AT;1197.0;78.9;0
Pune;2015;73204;Petrol;1;First;24.07;5;3630.0;Maruti;Alto K10 VXI AGS;998.0;67.1;0
Bangalore;2014;50000;Diesel;1;First;11.33;7;56100.0;Audi;Q7 4.2 TDI Quattro Technology;4134.0;335.2;0
Kolkata;2017;35000;Diesel;0;First;24.3;5;7150.0;Maruti;Vitara Brezza VDi;1248.0;88.5;1
Hyderabad;2013;17729;Petrol;0;First;21.1;5;4015.0;Hyundai;EON D Lite Plus;814.0;55.2;0
Chennai;2012;97000;Diesel;0;First;20.0;5;7974.999999999999;Mahindra;XUV300 W8 Diesel;1497.0;115.0;1
Kochi;2014;89614;Diesel;0;First;22.0;5;6611.0;Hyundai;Verna CRDi 1.6 SX Option;1582.0;126.2;1
Kolkata;2015;14000;Petrol;0;First;18.9;5;3080.0;Maruti;Wagon R VXI;998.0;67.1;0
Chennai;2012;50000;Petrol;0;First;17.0;5;4400.0;Hyundai;i20 Sportz Option;1197.0;98.6;0
Delhi;2014;62505;Petrol;0;First;17.4;5;6545.0;Honda;City i VTEC V;1497.0;117.3;0
Chennai;2011;248000;Diesel;0;Second;12.8;7;10119.999999999998;Toyota;Innova 2.5 V Diesel 7-seater;2494.0;102.0;0
Pune;2012;94900;Diesel;0;First;16.8;5;5885.0;Hyundai;Verna CRDi SX;1493.0;110.0;0
Delhi;2017;55000;Diesel;0;First;17.6;7;13200.0;Tata;Hexa XT;2179.0;153.86;1
Coimbatore;2015;53735;Diesel;1;Second;12.07;7;42834.0;Audi;Q7 3.0 TDI Quattro Premium Plus;2967.0;241.4;0
Coimbatore;2008;53934;Petrol;0;Second;18.9;5;2959.0;Maruti;Wagon R VXI;998.0;67.1;0
Bangalore;2013;58500;Diesel;1;Second;17.09;5;30250.0;BMW;5 Series 2013-2017 525d Luxury Line;1995.0;218.0;0
Kolkata;2014;48000;Petrol;0;First;18.0;5;3025.0;Honda;Amaze EX i-Vtech;1198.0;86.7;0
Mumbai;2016;24000;Petrol;0;First;24.7;5;3080.0;Maruti;Alto 800 2016-2019 LXI;796.0;47.3;0
Mumbai;2016;52001;Petrol;0;First;17.01;5;7095.0;Hyundai;Verna 1.6 SX VTVT;1591.0;121.3;0
Coimbatore;2018;9565;Petrol;0;First;23.84;5;6468.0;Tata;Tiago 1.2 Revotron XZ;1199.0;98.6;1
Pune;2013;32953;Petrol;0;First;18.6;5;5115.0;Maruti;Swift LXI;1197.0;85.8;0
Jaipur;2014;18000;Petrol;0;First;21.1;5;2750.0;Hyundai;EON Era;814.0;55.2;0
Kochi;2018;20446;Petrol;1;First;12.6;5;56485.0;Mercedes-Benz;E-Class E 220 d;1950.0;191.34;1
Hyderabad;2016;33016;Diesel;0;First;22.54;5;7535.0;Hyundai;i20 Magna 1.4 CRDi;1396.0;88.73;0
Chennai;2012;48000;Diesel;0;First;23.59;5;5775.0;Toyota;Etios VD;1364.0;67.05;0
Coimbatore;2014;72022;Diesel;0;First;21.43;5;10153.0;Toyota;Corolla Altis Diesel D4DG;1364.0;87.2;0
Ahmedabad;2014;34000;Diesel;1;First;20.7;5;24200.0;Mini_Cooper;5 DOOR D;1496.0;113.98;1
Hyderabad;2014;69000;Diesel;0;First;20.14;5;5709.0;Volkswagen;Polo 1.5 TDI Highline;1498.0;88.8;0
Pune;2009;108000;Petrol;1;First;13.7;5;4784.999999999999;Skoda;Superb Elegance 1.8 TSI AT;1798.0;157.75;0
Hyderabad;2013;34700;Diesel;1;First;10.0;5;26950.0;Mercedes-Benz;E-Class 2009-2013 E 220 CDI Avantgarde;2148.0;170.0;0
Pune;2015;79000;Diesel;0;First;17.8;5;6325.0;Maruti;Swift VDi BSIII W/ ABS;1248.0;98.6;0
Kochi;2016;58197;Petrol;1;First;18.0;5;10109.0;Honda;City i VTEC CVT VX;1497.0;117.3;0
Pune;2008;66000;Petrol;1;Second;8.45;5;11825.0;BMW;7 Series 2007-2012 740Li;2979.0;321.0;0
Bangalore;2009;60000;Petrol;1;First;19.2;5;3289.0;Hyundai;i10 Magna AT;1197.0;98.6;0
Kolkata;2014;57000;Diesel;0;First;26.59;5;4279.0;Maruti;Swift Dzire VDI;1248.0;98.6;0
Coimbatore;2018;45555;Diesel;0;First;26.0;5;12903.0;Honda;City i DTec VX;1498.0;98.6;0
Coimbatore;2016;55137;Petrol;0;First;14.0;5;3421.0;Maruti;Omni 8 Seater BSIV;796.0;98.6;0
Jaipur;2014;93325;Diesel;0;Second;17.2;5;15894.999999999998;Skoda;Superb 2009-2014 Elegance 2.0 TDI MT;1968.0;138.1;0
Ahmedabad;2018;38000;Diesel;0;First;24.52;7;9569.999999999998;Maruti;Ertiga SHVS VDI;1248.0;88.5;0
Kochi;2016;57738;Diesel;0;First;24.0;5;5544.0;Hyundai;Grand i10 CRDi Magna;1120.0;98.6;0
Jaipur;2017;38282;Diesel;0;First;28.09;5;9350.0;Maruti;Ciaz VDi Plus SHVS;1248.0;88.5;0
Delhi;2014;64000;Diesel;1;First;19.27;5;17215.0;Mercedes-Benz;New C-Class C 220 CDI Avantgarde;2143.0;170.0;0
Mumbai;2015;32000;Diesel;0;First;20.5;5;6215.0;Fiat;Avventura MULTIJET Emotion;1248.0;91.72;0
Bangalore;2010;83000;Petrol;1;First;10.93;5;18150.0;Mercedes-Benz;E-Class 2009-2013 E 250 Elegance;2497.0;204.0;0
Ahmedabad;2011;76000;CNG;0;First;36.82;5;2200.0;Maruti;Zen Estilo LXI Green (CNG);998.0;67.1;0
Pune;2012;67200;Petrol;0;First;15.04;5;4290.0;Volkswagen;Vento Petrol Highline;1598.0;103.6;0
Jaipur;2013;62655;Diesel;1;First;18.88;5;15949.999999999998;BMW;3 Series 320d Luxury Line;1995.0;184.0;0
Bangalore;2015;16900;Diesel;1;First;14.69;5;48400.0;BMW;5 Series 2013-2017 530d M Sport;2993.0;258.0;0
Delhi;2017;8471;Petrol;0;First;18.9;5;5500.0;Hyundai;Grand i10 1.2 Kappa Magna;1197.0;81.86;1
Hyderabad;2016;69000;Diesel;1;First;11.36;7;21725.0;Toyota;Innova Crysta 2.8 ZX AT;2755.0;171.5;1
Coimbatore;2017;30090;Diesel;1;First;19.6;5;12584.0;Renault;Duster 110PS Diesel RxZ AMT;1461.0;108.45;1
Chennai;2011;120000;Diesel;0;First;18.0;5;1925.0;Tata;Indica Vista Aura 1.3 Quadrajet;1248.0;98.6;0
Bangalore;2013;23000;Diesel;0;First;17.8;5;6160.0;Maruti;Swift VDI BSIV;1248.0;98.6;0
Kochi;2016;35939;Petrol;0;First;12.3;5;33462.0;Mercedes-Benz;E-Class 2009-2013 E 200 CGI Avantgarde;1796.0;185.0;0
Coimbatore;2013;116694;Diesel;0;First;15.1;7;10527.0;Mahindra;XUV500 W8 4WD;2179.0;140.0;0
Mumbai;2016;40448;Diesel;0;First;15.96;7;3850.0;Mahindra;Bolero ZLX;2523.0;62.1;1
Coimbatore;2018;64456;Diesel;0;First;24.3;5;11506.0;Maruti;Vitara Brezza ZDi;1248.0;88.5;1
Pune;2014;52782;Diesel;0;First;20.5;5;5334.999999999999;Fiat;Avventura MULTIJET Emotion;1248.0;91.72;0
Kochi;2016;51672;Petrol;0;First;19.5;5;6248.0;Honda;Amaze S Petrol;1199.0;88.76;1
Mumbai;2015;56073;Petrol;1;First;13.7;5;14575.0;Skoda;Superb Elegance 1.8 TSI AT;1798.0;157.75;0
Bangalore;2011;65000;Diesel;1;First;14.74;5;17600.0;Jaguar;XF 3.0 Litre S Premium Luxury;2993.0;270.9;0
Chennai;2013;79000;Petrol;0;First;18.9;5;3300.0;Maruti;Wagon R VXI BSIII;998.0;67.1;0
Kolkata;2007;43206;Petrol;0;First;17.0;5;1089.0;Hyundai;Santro Xing XL eRLX Euro III;1086.0;98.6;0
Mumbai;2010;70200;Petrol;1;First;14.53;5;5500.0;Toyota;Corolla Altis VL;1798.0;138.1;0
Delhi;2016;42000;Petrol;0;First;16.1;5;5225.0;Maruti;Swift VXi BSIV;1197.0;98.6;0
Bangalore;2014;62000;Petrol;0;First;16.47;5;5885.0;Volkswagen;Polo 1.2 MPI Highline;1198.0;98.6;0
Hyderabad;2017;20000;Petrol;0;First;18.9;5;6578.0;Hyundai;Grand i10 1.2 Kappa Asta;1197.0;81.86;1
Chennai;2011;80000;Diesel;0;Third;21.5;5;3850.0;Maruti;SX4 ZDI;1248.0;88.8;0
Kochi;2018;50234;Petrol;0;First;18.9;5;5246.999999999999;Hyundai;Grand i10 1.2 Kappa Magna;1197.0;81.86;1
Delhi;2016;50003;Petrol;0;First;21.4;5;5995.0;Maruti;Baleno Delta 1.2;1197.0;83.1;0
Ahmedabad;2018;1000;Petrol;1;First;20.3;5;7535.0;Tata;Tigor 1.2 Revotron XTA;1199.0;98.6;0
Jaipur;2016;54897;Diesel;1;First;26.59;5;8029.999999999999;Maruti;Swift Dzire AMT ZDI;1248.0;98.6;0
Pune;2007;108995;Petrol;0;First;15.3;5;1375.0;Tata;Indica GLS BS IV;1193.0;65.3;0
Chennai;2015;73000;Diesel;0;First;22.7;5;9075.0;Maruti;SX4 S Cross DDiS 320 Zeta;1598.0;118.0;0
Ahmedabad;2008;65000;Petrol;0;First;16.1;5;2981.0;Maruti;Swift VXI BSIII;1298.0;88.2;0
Kolkata;2016;32000;Petrol;0;First;19.1;5;3960.0;Hyundai;Xcent 1.2 Kappa SX;1197.0;98.6;0
Ahmedabad;2010;65000;Petrol;0;First;18.5;5;3300.0;Hyundai;i20 1.2 Magna;1197.0;98.6;0
Hyderabad;2016;21600;Petrol;1;First;23.1;5;5115.0;Maruti;Celerio VXI AT;998.0;67.04;0
Mumbai;2010;39000;Diesel;1;First;14.84;5;10450.0;Mercedes-Benz;New C-Class C 220 CDI Elegance AT;2143.0;170.0;0
Mumbai;2011;58075;Petrol;0;First;17.5;5;3245.0;Maruti;Swift Dzire VXi;1298.0;85.8;0
Mumbai;2011;58000;Petrol;0;First;15.04;5;3300.0;Volkswagen;Vento Petrol Trendline;1598.0;103.6;0
Hyderabad;2015;58000;Diesel;0;First;25.2;5;6545.0;Maruti;Swift ZDi;1248.0;98.6;0
Delhi;2008;89000;Petrol;1;First;14.53;5;4400.0;Toyota;Corolla Altis VL;1798.0;138.1;0
Delhi;2008;72000;Petrol;0;First;13.5;5;2750.0;Honda;Civic 2006-2010 1.8 V MT;1799.0;130.0;0
Kolkata;2017;1800;Petrol;1;First;16.05;5;12507.0;Ford;EcoSport 1.5 Ti VCT AT Titanium BE;1499.0;110.4;0
Pune;2010;172050;Diesel;0;Second;19.0;5;2475.0;Fiat;Linea Emotion Pack (Diesel);1248.0;98.6;0
Jaipur;2013;46230;Petrol;0;First;19.81;5;3410.0;Hyundai;i10 Era;1086.0;68.05;0
Kochi;2014;86925;Diesel;1;First;11.2;5;18898.0;Volvo;XC60 D5 Inscription;2400.0;215.0;0
Jaipur;2018;5000;Petrol;0;First;18.6;5;7150.0;Hyundai;i20 1.2 Asta;1197.0;81.83;0
Ahmedabad;2014;66000;Diesel;0;First;26.0;5;6270.0;Honda;City i DTEC S;1498.0;98.6;0
Ahmedabad;2013;119000;Diesel;0;First;12.99;8;8800.0;Toyota;Innova 2.5 VX (Diesel) 8 Seater BS IV;2494.0;100.0;0
Chennai;2016;45000;Petrol;0;First;25.17;5;2860.0;Renault;KWID RXT;799.0;53.3;0
Hyderabad;2009;66149;Petrol;0;First;19.0;5;2695.0;Maruti;A-Star Vxi;998.0;66.1;0
Kochi;2014;42070;Petrol;1;First;14.8;5;12727.0;Mercedes-Benz;B Class B180;1595.0;120.7;0
Kolkata;2012;35503;Petrol;0;First;18.9;5;2529.9999999999995;Maruti;Wagon R LXI BS IV;998.0;67.1;0
Jaipur;2016;41460;Diesel;0;First;25.2;5;6490.0;Maruti;Swift VDI BSIV;1248.0;98.6;0
Mumbai;2015;40600;Petrol;1;First;17.0;5;7919.999999999999;Hyundai;Verna VTVT 1.6 AT SX Option;1591.0;121.3;1
Ahmedabad;2013;87000;Diesel;1;First;22.0;5;6490.0;Hyundai;Verna CRDi 1.6 AT SX Option;1582.0;126.2;1
Chennai;2014;30000;Petrol;0;Second;16.8;5;6600.0;Honda;City V MT;1497.0;116.3;0
Kolkata;2010;27089;Petrol;0;First;16.0;5;2145.0;Hyundai;i10 Magna Optional 1.1L;1086.0;66.7;0
Coimbatore;2016;53702;Diesel;0;First;23.59;5;7205.0;Toyota;Etios GD SP;1364.0;67.04;0
Hyderabad;2015;51000;Diesel;1;First;27.03;5;27500.0;Volvo;S60 D4 Momentum;1969.0;190.0;1
Kolkata;2012;36542;Diesel;0;First;20.0;5;2915.0;Ford;Figo Diesel EXI;1399.0;68.05;0
Mumbai;2017;15000;Diesel;1;First;13.0;5;76450.0;Mercedes-Benz;E-Class 2015-2017 E350 CDI Avantgrade;2987.0;265.0;0
Chennai;2012;65000;Diesel;1;First;22.69;5;15400.0;BMW;3 Series 320d Luxury Line;1995.0;190.0;1
Pune;2014;32000;Petrol;0;Second;22.74;5;2310.0;Maruti;Alto 800 VXI;796.0;47.3;0
Hyderabad;2017;24393;Diesel;0;First;13.68;7;22440.0;Toyota;Innova Crysta 2.4 VX MT;2393.0;147.8;1
Hyderabad;2019;1000;Petrol;0;First;18.78;5;6248.0;Volkswagen;Polo 1.0 MPI Trendline;999.0;98.6;1
Mumbai;2014;28238;Petrol;0;First;13.24;5;6105.0;Nissan;Terrano XL;1598.0;102.5;0
Mumbai;2013;59000;Diesel;0;First;13.5;7;14025.0;Mitsubishi;Pajero Sport 4X4;2477.0;175.56;1
Mumbai;2012;92000;Petrol;0;Second;14.8;5;3685.0;Honda;Civic 2010-2013 1.8 S MT;1799.0;130.2;0
Kolkata;2013;56840;Petrol;0;First;22.74;5;1705.0;Maruti;Alto 800 LXI;796.0;47.3;0
Coimbatore;2013;62746;Diesel;0;Second;20.54;5;6490.0;Volkswagen;Vento Diesel Highline;1598.0;103.6;0
Hyderabad;2012;96000;Diesel;1;First;12.35;5;20878.0;Land_Rover;Freelander 2 HSE;2179.0;187.74;0
Mumbai;2014;24000;Petrol;0;First;13.7;5;12661.0;Honda;CR-V 2.0L 2WD MT;1997.0;153.86;0
Mumbai;2016;54000;Diesel;0;First;20.77;7;8525.0;Maruti;Ertiga VDI;1248.0;88.76;0
Chennai;2016;90000;Diesel;0;First;12.99;7;15290.0;Toyota;Innova 2.5 GX (Diesel) 7 Seater;2494.0;100.6;0
Kolkata;2010;40000;Petrol;0;First;15.0;5;1485.0;Tata;Manza Aura Safire;1368.0;98.6;0
Mumbai;2015;65938;Diesel;1;Second;12.07;7;41800.0;Audi;Q7 35 TDI Quattro Premium Plus;2967.0;241.4;0
Mumbai;2017;16100;Petrol;1;First;17.1;5;12760.0;Hyundai;Verna 1.6 SX VTVT (O) AT;1591.0;121.4;0
Hyderabad;2017;3600;Diesel;1;First;21.5;5;13475.0;Volkswagen;Vento 1.5 Highline Plus AT 16 Alloy;1498.0;108.5;0
Jaipur;2011;52000;Petrol;0;First;17.0;5;4180.0;Honda;City 1.5 S MT;1497.0;118.0;0
Mumbai;2014;54000;Diesel;0;First;20.0;5;3575.0;Ford;Figo Diesel Titanium;1399.0;68.05;0
Mumbai;2016;15399;Petrol;0;First;18.7;5;7040.0;Honda;Jazz 1.2 VX i VTEC;1199.0;88.7;0
Bangalore;2012;75000;Petrol;0;Second;16.47;5;4345.0;Volkswagen;Polo Petrol Highline 1.2L;1198.0;73.9;0
Delhi;2010;76752;Petrol;0;First;17.4;5;3927.0;Honda;City i-VTEC S;1497.0;117.3;0
Mumbai;2005;56000;Petrol;0;Second;17.7;5;1375.0;Honda;City ZX GXi;1497.0;98.6;0
Pune;2015;70000;CNG;0;First;36.68;5;4015.0;Maruti;Wagon R LXI CNG;998.0;58.2;0
Kolkata;2013;46125;Petrol;1;Second;12.0;5;13750.0;Honda;CR-V 2.4L 4WD AT AVN;2354.0;187.4;0
Ahmedabad;2014;35000;Diesel;1;Second;18.12;5;25300.0;BMW;5 Series 2013-2017 520d Luxury Line;1995.0;190.0;0
Chennai;2003;80000;Diesel;0;Third;12.8;5;1485.0;Ambassador;Classic Nova Diesel;1489.0;35.5;0
Coimbatore;2012;62729;Diesel;0;First;12.05;8;6952.0;Mahindra;Scorpio VLX 2.2 mHawk BSIII;2179.0;120.0;0
Kolkata;2012;34000;Diesel;0;First;20.54;5;3740.0;Volkswagen;Vento Diesel Comfortline;1598.0;103.6;0
Jaipur;1999;70000;Petrol;0;Second;17.3;5;847.0;Maruti;Zen VX;993.0;98.6;0
Jaipur;2009;32000;Petrol;0;First;16.1;4;990.0;Maruti;800 DX BSII;796.0;98.6;0
Delhi;2017;21000;Petrol;1;First;14.28;5;19800.0;Toyota;Corolla Altis 1.8 VL CVT;1798.0;138.03;1
Pune;2013;49000;Petrol;1;First;14.59;5;20900.0;BMW;3 Series 328i Sport Line;1997.0;245.0;0
Chennai;2007;40000;Petrol;0;Third;13.8;5;1210.0;Ford;Ikon 1.3 Flair;1299.0;98.6;0
Pune;2012;78000;Petrol;0;Second;18.6;5;2200.0;Chevrolet;Beat LT;1199.0;79.4;0
Ahmedabad;2012;52000;Diesel;0;First;21.43;5;7150.0;Toyota;Corolla Altis 1.4 DG;1364.0;86.79;1
Bangalore;2014;65213;Diesel;0;First;16.0;7;10394.999999999998;Mahindra;XUV500 W4;2179.0;140.0;0
Mumbai;2016;170000;Diesel;0;First;24.4;5;4400.0;Hyundai;Xcent 1.1 CRDi Base;1120.0;98.6;0
Kochi;2017;36884;Diesel;1;First;13.0;5;35475.0;Mercedes-Benz;E-Class 2015-2017 E250 CDI Avantgarde;2143.0;204.0;0
Pune;2009;62500;Petrol;0;First;20.36;5;2310.0;Hyundai;i10 Sportz;1197.0;78.9;0
Mumbai;2015;68000;Petrol;1;Second;14.28;5;10725.0;Toyota;Corolla Altis VL AT;1798.0;138.03;0
Kolkata;2014;40748;Petrol;0;First;14.53;5;6930.0;Toyota;Corolla 1.8 J;1798.0;138.0;0
Hyderabad;2013;60000;Diesel;1;First;17.32;5;23100.0;Audi;Q3 2.0 TDI Quattro;1968.0;184.0;0
Mumbai;2014;12400;Diesel;0;First;21.9;5;5115.0;Hyundai;i20 Magna Optional 1.4 CRDi;1396.0;88.8;0
Mumbai;2013;87000;Diesel;1;Second;19.27;5;18700.0;Mercedes-Benz;New C-Class C 220d Avantgarde Edition C;2143.0;167.62;0
Pune;2013;20248;Diesel;0;First;21.1;5;4784.999999999999;Maruti;Ritz VDi;1248.0;73.9;0
Coimbatore;2017;52383;Diesel;0;First;19.67;5;16301.999999999998;Hyundai;Creta 1.6 SX Plus Diesel;1582.0;126.2;0
Delhi;2018;1000;Diesel;1;First;13.6;5;44000.0;Jaguar;XE 2.0L Diesel Prestige;1999.0;177.0;1
Chennai;2016;85000;Diesel;0;First;14.95;7;6765.0;Mahindra;Xylo D4;2489.0;93.7;1
Ahmedabad;2014;47000;Diesel;0;First;12.99;7;12375.0;Toyota;Innova 2.5 G (Diesel) 7 Seater;2494.0;100.6;0
Pune;2018;17585;Petrol;1;First;19.16;5;35200.0;Toyota;Camry 2.5 Hybrid;2494.0;157.7;0
Coimbatore;2018;32496;Diesel;1;First;13.22;5;50182.0;Audi;Q5 3.0 TDI Quattro;2967.0;241.4;0
Kochi;2017;34613;Diesel;0;First;28.4;5;6864.0;Maruti;Swift VDI;1248.0;98.6;1
Chennai;2015;153000;Diesel;0;First;20.77;7;5280.0;Maruti;Ertiga VDI Limited Edition;1248.0;88.76;0
Chennai;2014;54000;Petrol;0;Second;16.1;5;4950.0;Maruti;Swift VXi BSIV;1197.0;98.6;0
Kochi;2015;16900;Petrol;0;First;20.36;5;4257.0;Hyundai;i10 Sportz;1197.0;78.9;0
Delhi;2013;62334;Petrol;0;First;20.36;5;3025.0;Hyundai;i10 Sportz;1197.0;78.9;0
Kochi;2018;23714;Petrol;0;First;21.4;5;7227.0;Maruti;Baleno Sigma 1.2;1197.0;83.1;0
Jaipur;2010;52325;Petrol;0;First;16.36;5;2200.0;Hyundai;Accent Executive;1495.0;93.7;0
Ahmedabad;2012;50000;Petrol;0;First;19.4;5;4015.0;Honda;Brio S MT;1198.0;86.8;0
Hyderabad;2016;55746;Diesel;0;First;22.9;5;7645.0;Maruti;Swift ZDi;1248.0;98.6;0
Bangalore;2014;54000;Petrol;0;First;20.14;5;6050.0;Hyundai;Xcent 1.2 VTVT S;1197.0;81.86;1
Kolkata;2013;43000;Diesel;0;First;16.0;7;7700.0;Mahindra;XUV500 W8 2WD;2179.0;140.0;0
Delhi;2014;40000;Diesel;1;First;13.0;5;26400.0;Mercedes-Benz;E-Class E250 CDI Avantgrade;2143.0;201.1;0
Bangalore;2010;125000;Diesel;1;Second;0.0;5;12100.0;Land_Rover;Freelander 2 TD4 S;2179.0;115.0;0
Bangalore;2016;51944;Diesel;1;First;19.27;5;35750.0;Mercedes-Benz;New C-Class C 220 CDI Avantgarde;2143.0;170.0;0
Kochi;2015;46950;Diesel;0;First;21.27;5;7095.0;Hyundai;i20 Asta 1.4 CRDi;1396.0;88.76;0
Mumbai;2015;23000;Diesel;1;First;19.3;5;17325.0;Skoda;Octavia Elegance 2.0 TDI AT;1968.0;141.0;0
Mumbai;2014;54546;Petrol;0;First;17.0;5;6050.0;Honda;City 1.5 S MT;1497.0;118.0;0
Kochi;2015;51535;Diesel;1;First;12.55;7;20933.0;Toyota;Fortuner 4x2 AT;2982.0;168.5;0
Kolkata;2013;45000;Diesel;1;First;17.32;5;16775.0;Audi;Q3 2.0 TDI Quattro;1968.0;184.0;0
Hyderabad;2012;46004;Petrol;0;First;20.92;5;2640.0;Maruti;Alto K10 2010-2014 VXI;998.0;67.1;0
Chennai;2011;124000;Diesel;0;First;23.03;5;2529.9999999999995;Tata;Indigo eCS LX BSIV;1396.0;98.6;0
Kochi;2014;77395;Diesel;1;First;17.11;5;15784.999999999998;Audi;A4 2.0 TDI 177 Bhp Premium Plus;1968.0;174.33;0
Mumbai;2018;10600;CNG;0;First;46.816;4;3850.0;Maruti;Alto 800 2016-2019 CNG LXI;796.0;40.3;0
Kochi;2018;22974;Petrol;1;First;18.0;5;13167.0;Honda;City i-VTEC CVT VX;1497.0;117.3;1
Jaipur;2009;89000;Petrol;0;Second;0.0;5;1760.0;Hyundai;Santro GLS I - Euro II;999.0;98.6;0
Ahmedabad;2015;65012;Diesel;0;First;14.24;7;20790.0;Toyota;Fortuner 2.8 2WD MT;2755.0;174.5;1
Ahmedabad;2017;17125;Petrol;0;First;18.9;5;5940.0;Hyundai;Grand i10 Sportz;1197.0;98.6;0
Hyderabad;2015;90413;Petrol;0;First;15.1;7;3245.0;Maruti;Eeco 7 Seater Standard;1196.0;98.6;1
Bangalore;2013;37000;Petrol;0;First;16.47;5;5609.999999999999;Volkswagen;Polo Petrol Highline 1.2L;1198.0;73.9;0
Jaipur;2006;65000;Petrol;0;First;18.9;5;1650.0;Maruti;Wagon R LXI Minor;1061.0;98.6;0
Bangalore;2011;66000;Petrol;0;First;17.0;5;5390.0;Honda;City 1.5 V MT;1497.0;118.0;0
Mumbai;2010;86000;Petrol;0;First;14.8;5;3190.0;Honda;Civic 2010-2013 1.8 S MT;1799.0;130.2;0
Pune;2005;98437;Petrol;0;First;13.0;5;1264.9999999999998;Honda;City 1.5 EXI;1493.0;100.0;0
Kolkata;2010;18000;Petrol;0;First;18.5;5;2529.9999999999995;Hyundai;i20 1.2 Magna;1197.0;98.6;0
Kochi;2018;35070;Diesel;0;First;24.0;5;6589.0;Hyundai;Grand i10 CRDi Sportz Celebration Edition;1120.0;98.6;0
Pune;2011;42000;Petrol;1;Third;14.4;5;3740.0;Volkswagen;Vento Petrol Highline AT;1598.0;103.6;0
Kolkata;2009;40000;Petrol;0;First;20.36;5;1870.0;Hyundai;i10 Sportz 1.2;1197.0;78.9;0
Kolkata;2009;43000;Petrol;0;First;17.0;5;2189.0;Hyundai;i20 Asta;1197.0;98.6;0
Pune;2012;65000;Petrol;0;First;18.6;5;2750.0;Chevrolet;Beat LS;1199.0;79.4;0
Hyderabad;2013;74000;Diesel;0;First;22.07;5;5334.999999999999;Volkswagen;Polo Diesel Highline 1.2L;1199.0;73.9;0
Hyderabad;2010;51192;Petrol;0;First;15.6;5;2915.0;Ford;Figo Petrol LXI;1196.0;98.6;0
Kochi;2014;14262;Petrol;1;First;9.9;2;30085.0;Audi;TT 2.0 TFSI;1984.0;207.8;0
Jaipur;2015;66339;Diesel;0;Second;25.1;5;7590.0;Honda;City i DTEC VX;1498.0;98.6;0
